stamp_sec,cross_track_error,heading_error,steering_command,steering_oscillation,commanded_speed,curvature,control_latency_ms,lookahead_distance,target_x,target_y,path_pose_count
1782712958.094682,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.08096799956547329,0.8,0.0,0.0,5
1782712958.1945193,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.09408200003235834,0.8,0.0,0.0,5
1782712958.2942157,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.056959000175993424,0.8,0.0,0.0,5
1782712958.3943577,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.08145099945977563,0.8,0.0,0.0,5
1782712958.4944448,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.06090100032452028,0.8,0.0,0.0,5
1782712958.594968,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.12760499976138817,0.8,0.0,0.0,5
1782712958.6948483,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.09014999977807747,0.8,0.0,0.0,5
1782712958.7954838,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.11143999927298864,0.8,0.0,0.0,5
1782712958.895124,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.12289799997233786,0.8,0.0,0.0,5
1782712958.9949496,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.11800500033132266,0.8,0.0,0.0,5
1782712959.0947387,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.1801980006348458,0.8,0.0,0.0,5
1782712959.1952913,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.1278889994864585,0.8,0.0,0.0,5
1782712959.2952962,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.10853799994947622,0.8,0.0,0.0,5
1782712959.3951147,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.12831399999413406,0.8,0.0,0.0,5
1782712959.4948785,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.08935899950301973,0.8,0.0,0.0,5
1782712959.5946116,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.07371999981842237,0.8,0.0,0.0,5
1782712959.695578,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.11799599997175392,0.8,0.0,0.0,5
1782712959.7951245,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.12265599980310071,0.8,0.0,0.0,5
1782712959.89556,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.11303399969619932,0.8,0.0,0.0,5
1782712959.9957645,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.11325600007694447,0.8,0.0,0.0,5
1782712960.094513,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.07580199962831102,0.8,0.0,0.0,5
1782712960.194491,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.058227999943483155,0.8,0.0,0.0,5
1782712960.2942302,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.06652899992332095,0.8,0.0,0.0,5
1782712960.3953857,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.15325200001825579,0.8,0.0,0.0,5
1782712960.4953456,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.12029399931634543,0.8,0.0,0.0,5
1782712960.5951931,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.12321600024733925,0.8,0.0,0.0,5
1782712960.6951642,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.12180599969724426,0.8,0.0,0.0,5
1782712960.795052,0.8008712859999998,3.141592653589793,4.592425496802574e-16,0.0,0.0,3.0616169978683826e-16,0.12369599971862044,0.8,0.0,0.0,5
