stamp_sec,frame_id,waypoint_count,publish_interval_ms,loop_rate_hz
1782712981.1867297,map,5,1008.7368459999999,0.9913388253491041
1782712982.1779966,map,5,991.2669589999999,1.008809978907004
1782712983.1832683,map,5,1005.271717,0.9947559282621298
1782712984.178212,map,5,994.943758,1.0050819375058584
1782712985.1790364,map,5,1000.824319,0.9991763599421489
1782712986.1782146,map,5,999.178328,1.0008223477000795
1782712987.1787298,map,5,1000.5151599999999,0.9994851052531778
1782712988.1782606,map,5,999.5307379999999,1.0004694823102078
1782712989.1870756,map,5,1008.8151499999999,0.9912618778574054
1782712990.1779568,map,5,990.8812459999999,1.0092026708920072
1782712991.1955943,map,5,1017.63735,0.9826683346478979
1782712992.1782033,map,5,982.6090949999999,1.0176987014352845
1782712993.2044659,map,5,1026.262483,0.9744095848430231
1782712994.177902,map,5,973.436036,1.027288864411837
1782712995.1840305,map,5,1006.128753,0.9939085798097652
1782712996.1780913,map,5,994.0605909999999,1.0059748963531743
1782712997.1824598,map,5,1004.3686379999999,0.9956503639851806
1782712998.1778555,map,5,995.39569,1.0046256077319362
1782712999.2052042,map,5,1027.348667,0.9733793716987419
1782713000.177844,map,5,972.639721,1.0281299215005018
1782713001.2058809,map,5,1028.0370149999999,0.9727276210964059
1782713002.1776557,map,5,971.774829,1.029044970252054
1782713003.1910546,map,5,1013.398886,0.9867782704470035
1782713004.178007,map,5,986.9521269999999,1.0132203707181433
1782713005.1834214,map,5,1005.4145299999999,0.9946146292514791
1782713006.178214,map,5,994.7928459999999,1.005234410380953
1782713007.2226813,map,5,1044.467153,0.9574259919306433
1782713008.1780534,map,5,955.3720059999999,1.0467126875392245
1782713009.2072,map,5,1029.146737,0.9716787354493648
1782713010.1782613,map,5,971.0611,1.0298013173424412
1782713011.222638,map,5,1044.376783,0.9575088380722842
1782713012.1779332,map,5,955.2951959999999,1.0467968479138046
1782713013.2091222,map,5,1031.188924,0.9697544036072288
1782713014.1786373,map,5,969.5151679999999,1.0314433780988561
1782713015.1794527,map,5,1000.8153149999999,0.9991853491970195
1782713016.1782527,map,5,998.800221,1.001201220198769
1782713017.1833198,map,5,1005.067007,0.9949585381226229
1782713018.1780517,map,5,994.732,1.0052958987948513
1782713019.2224774,map,5,1044.425548,0.9574641312776466
1782713020.1784983,map,5,956.020868,1.046002271992247
1782713021.2224233,map,5,1043.925078,0.9579231508796074
1782713022.1784647,map,5,956.041433,1.045979771882962
1782713023.2222276,map,5,1043.7628,0.9580720830441553
1782713024.1779332,map,5,955.7056719999999,1.0463472482143017
1782713025.2224228,map,5,1044.489583,0.9574054315867696
1782713026.1783488,map,5,955.925929,1.0461061570388683
1782713027.2224934,map,5,1044.144644,0.957721715804731
1782713028.1783223,map,5,955.829071,1.046212163178703
1782713029.2224097,map,5,1044.087247,0.9577743649999779
1782713030.1785781,map,5,956.1683869999999,1.045840893294457
1782713031.2232344,map,5,1044.656284,0.9572526536393285
1782713032.178006,map,5,954.7714709999999,1.047371051999102
1782713033.179921,map,5,1001.915126,0.9980885346969001
1782713034.1778786,map,5,997.9576229999999,1.0020465568406205
1782713035.222209,map,5,1044.3304699999999,0.957551300787001
1782713036.1782672,map,5,956.058236,1.0459613884859624
1782713037.1883736,map,5,1010.106354,0.9899947624723089
1782713038.1780887,map,5,989.714942,1.0103919397025736
1782713039.2224076,map,5,1044.319051,0.9575617710338984
1782713040.1784127,map,5,956.0051,1.0460195243728303
1782713041.2225354,map,5,1044.1227199999998,0.9577418255968994
1782713042.1780171,map,5,955.481678,1.0465925438708412
1782713043.2224529,map,5,1044.435727,0.9574547998969399
1782713044.178356,map,5,955.903196,1.0461310352183402
1782713045.1818886,map,5,1003.53257,0.996479865122863
1782713046.178268,map,5,996.379291,1.0036338661719537
1782713047.1984074,map,5,1020.1396209999999,0.9802579758834796
1782713048.1782136,map,5,979.8060479999999,1.020610152428861
1782713049.1967285,map,5,1018.5147939999999,0.9818217721440382
